연번,시,구,동,도로명,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,기준주소
1092,충청북도,제천시,용두대로,33,충북청,제천,용두,파출소,043-641-8740,충청북도 제천시  용두대로 33,충청북도 제천시  용두대로 33,306469.0,404242.0,정좌표,43150111001019418,새주소,충청북도 제천시 용두대로 33,충청북도 제천시 하소동 194,271870,43150560000,용두동,43150111000,하소동,충청북도 제천시 용두대로 33
1093,충청북도,제천시,봉양읍,북부로 1455,충북청,제천,봉양,파출소,043-641-8750,충청북도 제천시 봉양읍 북부로 1455,충청북도 제천시 봉양읍 북부로 1455,300431.0,403860.0,정좌표,43150250221079918,새주소,충청북도 제천시 봉양읍 북부로 1455,충청북도 제천시 봉양읍 장평리 799-1,271140,43150250000,봉양읍,43150250220,봉양읍 장평리,충청북도 제천시 봉양읍 북부로 1455
1094,충청북도,음성군,음성읍,중앙로 181,충북청,음성,설성,지구대,043-872-1517,충청북도 음성군 음성읍 중앙로 181,충청북도 음성군 음성읍 중앙로 181,261543.0,382302.0,정좌표,43770250211020318,새주소,충청북도 음성군 음성읍 중앙로 181,충청북도 음성군 음성읍 읍내리 203-12,276900,43770250000,음성읍,43770250210,음성읍 읍내리,충청북도 음성군 음성읍 중앙로 181
1095,충청북도,음성군,금왕읍,금석로 73,충북청,음성,금왕,지구대,043-878-2112,충청북도 음성군 금왕읍 금석로 73,충청북도 음성군 금왕읍 금석로 73,253113.0,387956.0,정좌표,4377025321100818,새주소,충청북도 음성군 금왕읍 금석로 73,충청북도 음성군 금왕읍 무극리 80-9,276360,43770253000,금왕읍,43770253210,금왕읍 무극리,충청북도 음성군 금왕읍 금석로 73
1096,충청북도,음성군,대소면,오산로 43,충북청,음성,대소,파출소,043-881-7112,충청북도 음성군 대소면 오산로 43,충청북도 음성군 대소면 오산로 43,243097.0,385224.0,정좌표,43770340211018818,새주소,충청북도 음성군 대소면 오산로 43,충청북도 음성군 대소면 오산리 188-15,276680,43770340000,대소면,43770340210,대소면 오산리,충청북도 음성군 대소면 오산로 43
1097,충청북도,음성군,감곡면,장감로 127,충북청,음성,감곡,파출소,043-881-2113,충청북도 음성군 감곡면 장감로 127,충청북도 음성군 감곡면 장감로 127,256495.0,402102.0,정좌표,43770370311043618,새주소,충청북도 음성군 감곡면 장감로 127,충청북도 음성군 감곡면 왕장리 436-3,276030,43770370000,감곡면,43770370310,감곡면 왕장리,충청북도 음성군 감곡면 장감로 127
1098,충청북도,음성군,삼성면,덕정로 111,충북청,음성,삼성,파출소,043-878-5112,충청북도 음성군 삼성면 덕정로 111,충청북도 음성군 삼성면 덕정로 111,244777.0,391176.0,정좌표,437703502110618,새주소,충청북도 음성군 삼성면 덕정로 111,충청북도 음성군 삼성면 덕정리 600-12,276490,43770350000,삼성면,43770350210,삼성면 덕정리,충청북도 음성군 삼성면 덕정로 111
1099,충청북도,음성군,맹동면,덕금로 408,충북청,음성,맹동,파출소,043-878-9112,충청북도 음성군 맹동면 덕금로 408,충청북도 음성군 맹동면 덕금로 408,250274.0,380728.0,정좌표,4377033021100960318,새주소,충청북도 음성군 맹동면 덕금로 408,충청북도 음성군 맹동면 쌍정리 96-4,277330,43770330000,맹동면,43770330210,맹동면 쌍정리,충청북도 음성군 맹동면 덕금로 408
1100,충청북도,음성군,맹동면,장성로 115,충북청,음성,혁신,파출소,043-883-9112,충청북도 음성군 맹동면 장성로 115 ,충청북도 음성군 맹동면 장성로 115 ,248635.0,378250.0,정좌표,43770330281150318,새주소,충청북도 음성군 맹동면 장성로 115,충청북도 음성군 맹동면 두성리 1503,277380,43770330000,맹동면,43770330280,맹동면 두성리,충청북도 음성군 맹동면 장성로 115
1101,충청북도,영동군,영동읍,계산로 63,충북청,영동,중앙,지구대,043-745-3112,충청북도 영동군 영동읍 계산로 63,충청북도 영동군 영동읍 계산로 63,270426.0,297162.0,정좌표,43740250211066318,새주소,충청북도 영동군 영동읍 계산로 63,충청북도 영동군 영동읍 계산리 663-1,291440,43740250000,영동읍,43740250210,영동읍 계산리,충청북도 영동군 영동읍 계산로 63
1102,충청북도,영동군,황간면,영동황간로 1661,충북청,영동,황간,파출소,043-742-4112,충청북도 영동군 황간면 영동황간로 1661,충청북도 영동군 황간면 영동황간로 1661,281692.0,303086.0,정좌표,43740320231004218,새주소,충청북도 영동군 황간면 영동황간로 1661,충청북도 영동군 황간면 마산리 42-47,291140,43740320000,황간면,43740320230,황간면 마산리,충청북도 영동군 황간면 영동황간로 1661
1103,충청북도,영동군,학산면,서산로 72,충북청,영동,학산,파출소,043-743-6112,충청북도 영동군 학산면 서산로 72 ,충청북도 영동군 학산면 서산로 72 ,261500.0,288954.0,정좌표,43740380211089618,새주소,충청북도 영동군 학산면 서산로 72,충청북도 영동군 학산면 서산리 896-3,291660,43740380000,학산면,43740380210,학산면 서산리,충청북도 영동군 학산면 서산로 72
1104,충청북도,영동군,양강면,학산영동로 835,충북청,영동,양강,파출소,043-742-1112,충청북도 영동군 양강면 학산영동로 835,충청북도 영동군 양강면 학산영동로 835,267258.0,294311.0,정좌표,43740360211068318,새주소,충청북도 영동군 양강면 학산영동로 835,충청북도 영동군 양강면 괴목리 683-3,291550,43740360000,양강면,43740360210,양강면 괴목리,충청북도 영동군 양강면 학산영동로 835
1105,충청북도,영동군,상촌면,민주지산로 3027,충북청,영동,상촌,파출소,043-743-4112,충청북도 영동군 상촌면 민주지산로 3027,충청북도 영동군 상촌면 민주지산로 3027,282227.0,294747.0,정좌표,43740350211032618,새주소,충청북도 영동군 상촌면 민주지산로 3027,충청북도 영동군 상촌면 임산리 326-3,291230,43740350000,상촌면,43740350210,상촌면 임산리,충청북도 영동군 상촌면 민주지산로 3027
1106,충청북도,영동군,용산면,용산로 400,충북청,영동,용산,파출소,043-742-9112,충청북도 영동군 용산면 용산로 400,충청북도 영동군 용산면 용산로 400,274709.0,307750.0,정좌표,43740310211015618,새주소,충청북도 영동군 용산면 용산로 400,충청북도 영동군 용산면 구촌리 156-1,291100,43740310000,용산면,43740310210,용산면 구촌리,충청북도 영동군 용산면 용산로 400
1107,충청북도,괴산군,괴산읍,읍내로 246,충북청,괴산,괴산,지구대,043-834-3112,충청북도 괴산군 괴산읍 읍내로 246,충청북도 괴산군 괴산읍 읍내로 246,270669.0,367392.0,정좌표,43760250211070618,새주소,충청북도 괴산군 괴산읍 읍내로 246,충청북도 괴산군 괴산읍 동부리 706-7,280330,43760250000,괴산읍,43760250210,괴산읍 동부리,충청북도 괴산군 괴산읍 읍내로 246
1108,충청북도,증평군,증평읍,중앙로 232,충북청,괴산,증평,지구대,043-836-2112,충청북도 증평군 증평읍 중앙로 232,충청북도 증평군 증평읍 중앙로 232,252048.0,365080.0,정좌표,43745250221006318,새주소,충청북도 증평군 증평읍 중앙로 232,충청북도 증평군 증평읍 교동리 63,279310,43745250000,증평읍,43745250220,증평읍 교동리,충청북도 증평군 증평읍 중앙로 232
1109,충청북도,괴산군,칠성면,도정로 53,충북청,괴산,칠성,파출소,043-832-5112,충청북도 괴산군 칠성면 도정로 53,충청북도 괴산군 칠성면 도정로 53,276963.0,365504.0,정좌표,43760340211023818,새주소,충청북도 괴산군 칠성면 도정로 53,충청북도 괴산군 칠성면 도정리 238-5,280190,43760340000,칠성면,43760340210,칠성면 도정리,충청북도 괴산군 칠성면 도정로 53
1110,충청북도,괴산군,청안면,청안읍내로 22,충북청,괴산,청안,파출소,043-836-9112,충청북도 괴산군 청안면 청안읍내로 22,충청북도 괴산군 청안면 청안읍내로 22,256993.0,363584.0,정좌표,4376037021105218,새주소,충청북도 괴산군 청안면 청안읍내로 22,충청북도 괴산군 청안면 읍내리 520-3,280500,43760370000,청안면,43760370210,청안면 읍내리,충청북도 괴산군 청안면 청안읍내로 22
1111,충청북도,괴산군,청천면,괴산로 1357,충북청,괴산,청천,파출소,043-832-4112,충청북도 괴산군 청천면 괴산로 1357 ,충청북도 괴산군 청천면 괴산로 1357 ,265689.0,351260.0,정좌표,43760360211012318,새주소,충청북도 괴산군 청천면 괴산로 1357,충청북도 괴산군 청천면 청천리 123-4,280630,43760360000,청천면,43760360210,청천면 청천리,충청북도 괴산군 청천면 괴산로 1357
1112,충청북도,괴산군,불정면,목도로 24,충북청,괴산,불정,파출소,043-833-7112,충청북도 괴산군 불정면 목도로 24 ,충청북도 괴산군 불정면 목도로 24 ,276147.0,374865.0,정좌표,43760410211027218,새주소,충청북도 괴산군 불정면 목도로 24,충청북도 괴산군 불정면 목도리 272-7,280020,43760410000,불정면,43760410210,불정면 목도리,충청북도 괴산군 불정면 목도로 24
1113,충청북도,괴산군,연풍면,향교로 43,충북청,괴산,연풍,파출소,043-833-5112,충청북도 괴산군 연풍면 향교로 43 ,충청북도 괴산군 연풍면 향교로 43 ,289030.0,363133.0,정좌표,43760330221057918,새주소,충청북도 괴산군 연풍면 향교로 43,충청북도 괴산군 연풍면 행촌리 579-3,280130,43760330000,연풍면,43760330220,연풍면 행촌리,충청북도 괴산군 연풍면 향교로 43
1114,충청북도,단양군,단양읍,삼봉로 259,충북청,단양,중앙,지구대,043-641-9710,충청북도 단양군 단양읍 삼봉로 259,충청북도 단양군 단양읍 삼봉로 259,321718.0,387379.0,정좌표,43800250261019918,새주소,충청북도 단양군 단양읍 삼봉로 259,충청북도 단양군 단양읍 도전리 199,270120,43800250000,단양읍,43800250260,단양읍 도전리,충청북도 단양군 단양읍 삼봉로 259
1115,충청북도,단양군,영춘면,온달평강로 67,충북청,단양,영춘,파출소,043-641-9750,충청북도 단양군 영춘면 온달평강로 67,충청북도 단양군 영춘면 온달평강로 67,331821.0,398558.0,정좌표,43800330211041118,새주소,충청북도 단양군 영춘면 온달평강로 67,충청북도 단양군 영춘면 상리 411,270180,43800330000,영춘면,43800330210,영춘면 상리,충청북도 단양군 영춘면 온달평강로 67
1116,충청북도,단양군,대강면,대강로 68,충북청,단양,대강,파출소,043-641-9730,충청북도 단양군 대강면 대강로 68,충청북도 단양군 대강면 대강로 68,320484.0,380917.0,정좌표,43800310211015318,새주소,충청북도 단양군 대강면 대강로 68,충청북도 단양군 대강면 장림리 153-1,270270,43800310000,대강면,43800310210,대강면 장림리,충청북도 단양군 대강면 대강로 68
1117,충청북도,단양군,가곡면,남한강로 530,충북청,단양,가곡,파출소,043-641-9740,충청북도 단양군 가곡면 남한강로 530 ,충청북도 단양군 가곡면 남한강로 530 ,323130.0,392566.0,정좌표,43800320211043218,새주소,충청북도 단양군 가곡면 남한강로 530,충청북도 단양군 가곡면 사평리 432-5,270210,43800320000,가곡면,43800320210,가곡면 사평리,충청북도 단양군 가곡면 남한강로 530
1118,충청북도,단양군,매포읍,평동로 114,충북청,단양,매포,파출소,043-641-9720,충청북도 단양군 매포읍 평동로 114,충청북도 단양군 매포읍 평동로 114,315666.0,393114.0,정좌표,43800253271125618,새주소,충청북도 단양군 매포읍 평동로 114,충청북도 단양군 매포읍 평동리 1256,270050,43800253000,매포읍,43800253270,매포읍 평동리,충청북도 단양군 매포읍 평동로 114
1119,충청북도,보은군,보은읍,뱃들4길 11-6,충북청,보은,읍내,지구대,043-542-1112,충청북도 보은군 보은읍 뱃들4길 11-6 ,충청북도 보은군 보은읍 뱃들4길 11-6 ,264801.0,332201.0,정좌표,43720250311010318,새주소,충청북도 보은군 보은읍 뱃들4길 11-6,충청북도 보은군 보은읍 이평리 103-2,289360,43720250000,보은읍,43720250310,보은읍 이평리,충청북도 보은군 보은읍 뱃들4길 11-6
1120,충청북도,보은군,속리산면,법주사로 276,충북청,보은,속리산,파출소,043-543-3112,충청북도 보은군 속리산면 법주사로 276 ,충청북도 보은군 속리산면 법주사로 276 ,273689.0,337077.0,정좌표,43720315271027518,새주소,충청북도 보은군 속리산면 법주사로 276,충청북도 보은군 속리산면 사내리 275-1,289080,43720315000,속리산면,43720315270,속리산면 사내리,충청북도 보은군 속리산면 법주사로 276
