연번,시도청,경찰서,관서명,구분,전화번호,주소,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명,법정동코드_10자리,시도코드,시군구코드,읍면동코드,시,구,동,지역구별 지구대/파출소 수
1048,강원청,화천,상서,파출소,033-441-6112,강원도 화천군 상서면 다파로 1625 상서파출소,강원도 화천군 상서면 다파로 1625 상서파출소,257382.0,517330.0,정좌표,5.17903302510147e+18,새주소,강원특별자치도 화천군 상서면 다파로 1625,강원특별자치도 화천군 상서면 파포리 147-1,24106.0,5179033000.0,상서면,5179033025.0,상서면 파포리,5179033025,51,790,33025,서울특별시,화천군,상서면 파포리,5.0
1049,강원청,화천,하리,파출소,033-442-3112,강원도 화천군 화천읍 중앙로6길 40 하리파출소,강원도 화천군 화천읍 중앙로6길 40 하리파출소,261765.0,511336.0,정좌표,5.17902502210053e+18,새주소,강원특별자치도 화천군 화천읍 중앙로6길 40,강원특별자치도 화천군 화천읍 하리 53-44,24128.0,5179025000.0,화천읍,5179025022.0,화천읍 하리,5179025022,51,790,25022,서울특별시,화천군,화천읍 하리,5.0
1050,강원청,화천,하남,파출소,033-441-2112,강원도 화천군 하남면 원천새싹길 8 하남파출소,강원도 화천군 하남면 원천새싹길 8 하남파출소,258499.0,506424.0,정좌표,5.17903202110445e+18,새주소,강원특별자치도 화천군 하남면 원천새싹길 8,강원특별자치도 화천군 하남면 원천리 445-3,24145.0,5179032000.0,하남면,5179032021.0,하남면 원천리,5179032021,51,790,32021,서울특별시,화천군,하남면 원천리,5.0
1051,강원청,화천,사내,파출소,033-441-4112,강원도 화천군 사내면 포화로 1156 사내파출소,강원도 화천군 사내면 포화로 1156 사내파출소,245789.0,507596.0,정좌표,5.17903402110385e+18,새주소,강원특별자치도 화천군 사내면 포화로 1156,강원특별자치도 화천군 사내면 사창리 385-5,24157.0,5179034000.0,사내면,5179034021.0,사내면 사창리,5179034021,51,790,34021,서울특별시,화천군,사내면 사창리,5.0
1052,강원청,양구,상리,파출소,033-481-3112,강원도 양구군 양구읍 택지길 74-45,강원도 양구군 양구읍 택지길 74-45,286428.0,511836.0,정좌표,5.18002502110537e+18,새주소,강원특별자치도 양구군 양구읍 택지길 74-45,강원특별자치도 양구군 양구읍 상리 537-6,24530.0,5180025000.0,양구읍,5180025021.0,양구읍 상리,5180025021,51,800,25021,서울특별시,양구군,양구읍 상리,5.0
1053,강원청,양구,국토정중앙,파출소,033-482-4113,강원도 양구군 국토정중앙면 삼팔선로 10-3,강원도 양구군 국토정중앙면 삼팔선로 10-3,290633.0,512195.0,정좌표,5.18003152410414e+18,새주소,강원특별자치도 양구군 국토정중앙면 삼팔선로 10-3,강원특별자치도 양구군 국토정중앙면 용하리 414-12,24554.0,5180031500.0,국토정중앙면,5180031524.0,국토정중앙면 용하리,5180031524,51,800,31524,서울특별시,양구군,국토정중앙면 용하리,5.0
1054,강원청,양구,동면,파출소,033-482-7112,강원도 양구군 동면 금강산로 1685,강원도 양구군 동면 금강산로 1685,291354.0,522584.0,정좌표,5.18003202510584e+18,새주소,강원특별자치도 양구군 동면 금강산로 1685,강원특별자치도 양구군 동면 임당리 584-2,24507.0,5180032000.0,동면,5180032025.0,동면 임당리,5180032025,51,800,32025,서울특별시,양구군,동면 임당리,5.0
1055,강원청,양구,방산,파출소,033-481-5112,강원도 양구군 방산면 평화로 5192,강원도 양구군 방산면 평화로 5192,283337.0,523174.0,정좌표,5.18003302410344e+18,새주소,강원특별자치도 양구군 방산면 평화로 5192,강원특별자치도 양구군 방산면 장평리 344-3,24502.0,5180033000.0,방산면,5180033024.0,방산면 장평리,5180033024,51,800,33024,서울특별시,양구군,방산면 장평리,5.0
1056,강원청,양구,해안,파출소,033-481-0712,강원도 양구군 해안면 펀치볼로 1313,강원도 양구군 해안면 펀치볼로 1313,299445.0,532011.0,정좌표,5.1800340211016e+18,새주소,강원특별자치도 양구군 해안면 펀치볼로 1313,강원특별자치도 양구군 해안면 현리 160-4,24563.0,5180034000.0,해안면,5180034021.0,해안면 현리,5180034021,51,800,34021,서울특별시,양구군,해안면 현리,5.0
1057,충북청,청주흥덕,복대,지구대,043-270-3702,충청북도 청주시 흥덕구 진재로 16 복대지구대,충청북도 청주시 흥덕구 진재로 16 복대지구대,238396.0,348010.0,정좌표,4.31131140013019e+18,새주소,충청북도 청주시 흥덕구 진재로 16,충청북도 청주시 흥덕구 복대동 3019,28420.0,4311374100.0,복대1동,4311311400.0,복대동,4311311400,43,113,11400,서울특별시,청주시,복대동,20.0
1058,충북청,청주흥덕,강서,지구대,043-270-3703,충청북도 청주시 흥덕구 가로수로 1158,충청북도 청주시 흥덕구 가로수로 1158,237974.0,347344.0,정좌표,4.31131170010034e+18,새주소,충청북도 청주시 흥덕구 가로수로 1158,충청북도 청주시 흥덕구 강서동 34-1,28376.0,4311376000.0,강서1동,4311311700.0,강서동,4311311700,43,113,11700,서울특별시,청주시,강서동,20.0
1059,충북청,청주흥덕,봉명,지구대,043-270-3705,충청북도 청주시 흥덕구 송절로 64번길 13,충청북도 청주시 흥덕구 송절로 64번길 13,240735.0,350868.0,정좌표,4.31131150012296e+18,새주소,충청북도 청주시 흥덕구 송절로64번길 13,충청북도 청주시 흥덕구 봉명동 2296-6,28462.0,4311375600.0,봉명2.송정동,4311311500.0,봉명동,4311311500,43,113,11500,서울특별시,청주시,봉명동,20.0
1060,충북청,청주흥덕,옥산,파출소,043-270-3708,충청북도 청주시 흥덕구 옥산면 청주역로 662 옥산파출소,충청북도 청주시 흥덕구 옥산면 청주역로 662 옥산파출소,233311.0,351712.0,정좌표,4.31133202510764e+18,새주소,충청북도 청주시 흥덕구 옥산면 청주역로 662,충청북도 청주시 흥덕구 옥산면 가락리 764-47,28113.0,4311332000.0,옥산면,4311332025.0,옥산면 가락리,4311332025,43,113,32025,서울특별시,청주시,옥산면 가락리,20.0
"1061 충북청 청주흥덕 오송 파출소 043-270-3707 충청북도 봉산1길 9, 오송파출소 충청북도 봉산1길 9, 오송파출소 243886 348355 광역시 좌표 판별불가 충청북도 NULL",,,,,,,,,,,,,,,,,,,,0000000000,00,000,00000,서울특별시,,,
1062,충북청,청주흥덕,강내,파출소,043-270-3704,충청북도 청주시 흥덕구 강내면 가로수로 566 강내파출소,충청북도 청주시 흥덕구 강내면 가로수로 566 강내파출소,232382.0,347030.0,정좌표,4.31133103110156e+18,새주소,충청북도 청주시 흥덕구 강내면 가로수로 566,충청북도 청주시 흥덕구 강내면 탑연리 156-1,28172.0,4311331000.0,강내면,4311331031.0,강내면 탑연리,4311331031,43,113,31031,서울특별시,청주시,강내면 탑연리,20.0
1063,충북청,청주흥덕,남이,파출소,043-270-3709,충청북도 청주시 서원구 남이면 청남로 1205 남이파출소,충청북도 청주시 서원구 남이면 청남로 1205 남이파출소,238734.0,339905.0,정좌표,4.31123102210063e+18,새주소,충청북도 청주시 서원구 남이면 청남로 1205,충청북도 청주시 서원구 남이면 외천리 63-1,28182.0,4311231000.0,남이면,4311231022.0,남이면 외천리,4311231022,43,112,31022,서울특별시,청주시,남이면 외천리,20.0
1064,충북청,청주흥덕,현도,파출소,043-270-3710,충청북도 청주시 서원구 현도면 청남로 358 현도파출소,충청북도 청주시 서원구 현도면 청남로 358 현도파출소,237937.0,331836.0,정좌표,4.31123202610499e+18,새주소,충청북도 청주시 서원구 현도면 청남로 358,충청북도 청주시 서원구 현도면 선동리 499-2,28215.0,4311232000.0,현도면,4311232026.0,현도면 선동리,4311232026,43,112,32026,서울특별시,청주시,현도면 선동리,20.0
1065,충북청,청주상당,용암,지구대,043-280-1701,충청북도 청주시 상당구 용암북로160번길 7 용암지구대,충청북도 청주시 상당구 용암북로160번길 7 용암지구대,245993.0,346949.0,정좌표,4.31111240012663e+18,새주소,충청북도 청주시 상당구 용암북로160번길 7,충청북도 청주시 상당구 용암동 2663,28762.0,4311172000.0,용암1동,4311112400.0,용암동,4311112400,43,111,12400,서울특별시,청주시,용암동,20.0
1066,충북청,청주상당,분평,지구대,043-280-1703,충청북도 청주시 서원구 분평로 37 분평지구대,충청북도 청주시 서원구 분평로 37 분평지구대,243716.0,345403.0,정좌표,4.31121060011254e+18,새주소,충청북도 청주시 서원구 분평로 37,충청북도 청주시 서원구 분평동 1254,28796.0,4311256000.0,분평동,4311210600.0,분평동,4311210600,43,112,10600,서울특별시,청주시,분평동,20.0
1067,충북청,청주상당,성안,지구대,043-280-1711,충청북도 청주시 상당구 상당로 94 성안지구대,충청북도 청주시 상당구 상당로 94 성안지구대,243839.0,348484.0,정좌표,4.31111070010089e+18,새주소,충청북도 청주시 상당구 상당로 94,충청북도 청주시 상당구 문화동 89-6,28515.0,4311154500.0,성안동,4311110700.0,문화동,4311110700,43,111,10700,서울특별시,청주시,문화동,20.0
1068,충북청,청주상당,미원,파출소,043-280-1708,충청북도 청주시 상당구 미원면 미원시내2길 43,충청북도 청주시 상당구 미원면 미원시내2길 43,258501.0,348349.0,정좌표,4.31113202110536e+18,새주소,충청북도 청주시 상당구 미원면 미원시내2길 43,충청북도 청주시 상당구 미원면 미원리 536-1,28199.0,4311132000.0,미원면,4311132021.0,미원면 미원리,4311132021,43,111,32021,서울특별시,청주시,미원면 미원리,20.0
1069,충북청,청주상당,남일,파출소,043-280-1706,충청북도 청주시 상당구 남일면 단재로 657,충청북도 청주시 상당구 남일면 단재로 657,245751.0,341414.0,정좌표,4.3111340281055e+18,새주소,충청북도 청주시 상당구 남일면 단재로 657,충청북도 청주시 상당구 남일면 고은리 550-1,28190.0,4311134000.0,남일면,4311134028.0,남일면 고은리,4311134028,43,111,34028,서울특별시,청주시,남일면 고은리,20.0
1070,충북청,청주상당,문의,파출소,043-280-1707,충청북도 청주시 상당구 문의면 문의시내로 1,충청북도 청주시 상당구 문의면 문의시내로 1,244498.0,334847.0,정좌표,4.31113502210211e+18,새주소,충청북도 청주시 상당구 문의면 문의시내로 1,충청북도 청주시 상당구 문의면 미천리 211-10,28208.0,4311135000.0,문의면,4311135022.0,문의면 미천리,4311135022,43,111,35022,서울특별시,청주시,문의면 미천리,20.0
1071,충북청,청주상당,가덕,파출소,043-280-1705,충청북도 청주시 상당구 남일면 보청대로 4761,충청북도 청주시 상당구 남일면 보청대로 4761,248395.0,340170.0,정좌표,4.31113402610042e+18,새주소,충청북도 청주시 상당구 남일면 보청대로 4761,충청북도 청주시 상당구 남일면 두산리 42,28190.0,4311134000.0,남일면,4311134026.0,남일면 두산리,4311134026,43,111,34026,서울특별시,청주시,남일면 두산리,20.0
1072,충북청,청주청원,내덕,지구대,043-251-1701,충청북도 청주시 청원구 중앙로 202 내덕지구대,충청북도 청주시 청원구 중앙로 202 내덕지구대,243566.0,350543.0,정좌표,4.31141020010216e+18,새주소,충청북도 청주시 청원구 중앙로 202,충청북도 청주시 청원구 내덕동 216-13,28479.0,4311452000.0,내덕1동,4311410200.0,내덕동,4311410200,43,114,10200,서울특별시,청주시,내덕동,20.0
1073,충북청,청주청원,사창,지구대,043-251-1703,충청북도 청주시 서원구 1순환로 690 사창지구대,충청북도 청주시 서원구 1순환로 690 사창지구대,241146.0,347965.0,정좌표,4.31121020010494e+18,새주소,충청북도 청주시 서원구 1순환로 690,충청북도 청주시 서원구 사창동 494,28643.0,4311253000.0,사창동,4311210200.0,사창동,4311210200,43,112,10200,서울특별시,청주시,사창동,20.0
1074,충북청,청주청원,율량,지구대,043-251-1705,충청북도 청주시 청원구 율량로3번길 41 율량지구대,충청북도 청주시 청원구 율량로3번길 41 율량지구대,243344.0,352458.0,정좌표,4.31141060010886e+18,새주소,충청북도 청주시 청원구 율량로3번길 41,충청북도 청주시 청원구 주중동 886,28323.0,4311455000.0,오근장동,4311410600.0,주중동,4311410600,43,114,10600,서울특별시,청주시,주중동,20.0
1075,충북청,청주청원,서오창,지구대,043-251-1715,충청북도 청주시 청원구 오창읍 양청리 753 서오창지구대,충청북도 청주시 청원구 오창읍 양청리 753 서오창지구대,237873.0,357113.0,정좌표,4.31142534510753e+18,구주소,충청북도 청주시 청원구 오창읍 오창공원로 311,충청북도 청주시 청원구 오창읍 양청리 753,28120.0,4311425300.0,오창읍,4311425345.0,오창읍 양청리,4311425345,43,114,25345,서울특별시,청주시,오창읍 양청리,20.0
1076,충북청,청주청원,오창,지구대,043-251-1707,충청북도 청주시 청원구 오창읍 2산단로 113 오창지구대,충청북도 청주시 청원구 오창읍 2산단로 113 오창지구대,240056.0,359119.0,정좌표,4.31142533210574e+18,새주소,충청북도 청주시 청원구 오창읍 2산단로 113,충청북도 청주시 청원구 오창읍 주성리 574,28117.0,4311425300.0,오창읍,4311425332.0,오창읍 주성리,4311425332,43,114,25332,서울특별시,청주시,오창읍 주성리,20.0
1077,충북청,청주청원,내수,파출소,043-251-1709,충청북도 청주시 청원구 내수읍 청암로 100-6 내수파출소,충청북도 청주시 청원구 내수읍 청암로 100-6 내수파출소,248191.0,358279.0,정좌표,4.31142504110149e+18,새주소,충청북도 청주시 청원구 내수읍 청암로 100-6,충청북도 청주시 청원구 내수읍 학평리 149-27,28145.0,4311425000.0,내수읍,4311425041.0,내수읍 학평리,4311425041,43,114,25041,서울특별시,청주시,내수읍 학평리,20.0
1078,충북청,충주,연수,지구대,043-852-1113,충청북도 충주시 연수서편2길 8,충청북도 충주시 연수서편2길 8,282761.0,387958.0,정좌표,4.31301180010708e+18,새주소,충청북도 충주시 연수서편2길 8,충청북도 충주시 연수동 708-8,27347.0,4313063000.0,연수동,4313011800.0,연수동,4313011800,43,130,11800,서울특별시,충주시,연수동,9.0
1079,충북청,충주,중앙,지구대,043-843-0021,충청북도 충주시 중앙로 109 중앙지구대,충청북도 충주시 중앙로 109 중앙지구대,283242.0,386016.0,정좌표,4.31301010010138e+18,새주소,충청북도 충주시 중앙로 109,충청북도 충주시 성내동 138,27389.0,4313051500.0,성내.충인동,4313010100.0,성내동,4313010100,43,130,10100,서울특별시,충주시,성내동,9.0
